ARNTL2	0.058458	0.206955	0.046078	-0.333345	-0.075227	-0.066144	-0.153173	-0.177966	-0.051957	0.207016	0.230834	-0.287469	0.043049	0.322664	0.007018	-0.104741	-0.139147	0.325891	-0.090231	0.012489	0.034265	0.083153	0.108406	0.004002	-0.053477	-0.100428	0.069566	0.156489	0.258147	0.190266	0.169788	-0.083592
ATF1	0.380411	1.555971	0.466722	-3.457119	-1.013302	-0.380094	-1.241839	-2.410628	-0.485966	2.630065	2.456272	-3.120187	0.884412	2.451753	-0.342325	-0.620104	-1.060996	2.788945	-0.889845	0.544907	0.328925	0.501049	1.967045	-0.407473	-1.788466	-1.060185	2.017776	2.581940	3.141606	2.517108	2.526885	-0.802599
ATF2	0.400204	0.881036	0.516360	-1.911995	-0.762422	-0.476541	-0.327129	-1.224948	-0.246166	1.347459	1.152722	-1.361210	0.768808	1.933443	-0.182473	-0.639671	-0.248643	1.938327	-0.482197	0.004862	0.288832	0.371658	0.222107	0.001665	-0.600702	-0.311382	1.013618	0.652632	1.542377	1.246845	1.683554	-0.632441
ATF3	0.784545	0.903815	0.446632	-1.811874	-0.812944	-0.306573	-0.271454	-1.313282	0.535153	0.731518	0.901635	-1.252884	0.448038	1.775550	-0.134577	-0.795464	-0.496878	2.358994	-0.766325	0.428701	0.345287	0.640422	-0.088280	0.201315	-0.083766	-0.557490	0.534419	0.302837	1.500332	1.030860	1.337493	-0.449637
ATF4	1.961745	5.981666	4.144769	-10.093267	-3.233171	-2.106242	-5.607076	-6.738768	-1.034387	6.364755	7.355885	-8.197515	5.142826	11.295612	-1.612143	-3.562520	-2.487129	10.449436	-2.554709	0.559162	1.074898	2.119747	1.647742	-0.609874	-3.398082	-2.641682	3.464055	3.725487	8.893230	6.687169	7.292631	-1.398365
ATF5	0.364575	0.813293	0.271460	-1.454635	-0.771680	-0.169521	-0.455521	-0.885811	0.813633	0.549500	0.743867	-1.211889	0.607900	1.915518	-0.206734	-0.414076	-0.408376	1.963515	-0.963625	0.429922	0.018400	0.843147	0.199891	0.628743	-0.236018	-0.579116	0.423764	0.506390	1.641401	0.877007	0.958382	-0.315553
ATF6	0.273426	2.995112	2.091276	-3.994573	-1.747463	-0.779671	-2.329983	-3.284791	-0.015903	2.328677	2.754456	-3.226833	2.002256	4.738867	-0.972997	-1.015827	-1.658506	4.803827	-1.466225	0.764275	0.584749	1.591548	0.612401	-0.526850	-1.861048	-1.260639	1.963231	2.564067	4.086404	3.055006	2.534428	-1.106674
ATF6B	0.467270	2.267874	0.496745	-3.945931	-1.468937	-0.947677	-2.500640	-2.174056	0.034986	2.691371	3.048983	-3.921386	2.205760	4.755260	-0.456194	-1.003115	-0.073715	3.638535	-1.723652	-0.534473	0.334769	0.716855	1.901432	1.302742	-0.896525	-0.756570	1.657419	1.206451	3.669576	2.921627	2.571339	0.007776
ATF7	0.330869	0.702011	0.333721	-1.258156	-0.349892	-0.240728	-0.456613	-0.817549	-0.122550	0.807730	1.064333	-0.970737	0.300957	1.363165	-0.014610	-0.569010	-0.316230	1.315248	-0.257942	-0.011107	0.171893	0.368831	0.208310	-0.089180	-0.366985	-0.113358	0.370392	0.359240	1.154732	0.808004	0.920995	-0.278712
ATMIN	0.722097	0.924326	0.258057	-2.825939	-0.852549	0.389756	-0.979653	-2.055948	-0.116092	1.966449	1.760218	-2.353524	0.610876	2.162965	-0.501535	-0.962458	-0.270335	2.562863	-1.303047	0.521410	0.388927	0.474425	1.675807	0.217078	-0.928287	-0.644271	1.056373	1.050143	2.746833	2.219096	2.456608	-0.600446
BACH1	0.163119	1.046937	0.491405	-1.783414	-0.770669	0.030230	-0.757137	-1.381904	-0.045197	1.023266	1.075773	-1.323613	0.679328	1.697608	-0.451960	-0.365860	-0.530582	1.878211	-0.686342	0.244307	0.310357	0.515547	0.577288	-0.010701	-0.796993	-0.462884	0.942916	0.916240	1.657876	1.390566	1.269168	-0.442070
BACH2	0.406071	0.763902	0.267105	-1.833801	-0.696969	-0.256963	-0.800952	-1.086070	-0.115033	1.233898	1.206466	-1.616913	0.691101	1.786937	-0.525394	-0.428935	-0.150743	1.796969	-0.522386	0.127216	0.059047	0.355425	0.531153	0.076332	-0.571820	-0.524126	0.552364	0.679542	1.583835	1.502175	1.568139	-0.121504
BATF	0.631416	0.989450	0.451515	-1.621021	-0.762799	-0.389068	-0.509999	-0.963962	0.062742	1.005792	1.003460	-1.178010	0.750835	1.722129	-0.342327	-0.367064	-0.475554	1.836535	-0.352441	0.208706	-0.009298	0.449643	0.115801	-0.109910	-0.599723	-0.542060	0.549621	0.687187	1.403856	1.123323	1.279519	-0.068329
BAZ2A	0.108335	1.105724	0.864232	-2.372576	-0.888605	-0.100615	-1.014783	-2.177953	-0.202421	1.293150	1.559570	-1.803242	0.668671	2.337249	-0.492823	-1.151165	-0.585560	2.838255	-1.014550	0.462988	0.430899	0.725781	0.787214	-0.366358	-0.749960	-0.457222	0.734264	0.785505	2.120266	1.944947	2.039959	-0.838067
BAZ2B	0.061961	2.004189	1.348278	-3.464839	-1.450128	-0.776942	-1.293880	-2.306198	-0.026321	2.491842	1.937817	-2.590332	1.113251	3.338259	-0.650932	-0.022171	-1.473419	3.305306	-1.051680	0.425595	0.300863	1.147884	0.956633	-0.098328	-1.913730	-1.140624	2.573503	2.929105	3.550342	2.522314	2.141655	-1.128042
BBX	0.342757	1.998866	1.778891	-3.452377	-1.298006	-0.584354	-1.988358	-2.745761	-0.219706	2.234056	2.421275	-2.910222	1.834080	3.760141	-0.899058	-1.108729	-1.175677	3.905703	-1.086169	0.618081	0.318711	0.997261	0.703731	-0.583927	-1.598786	-1.190380	1.267448	1.896745	3.277079	2.502009	2.475164	-0.819899
BCL11A	1.182348	4.708908	4.336957	-11.936615	-3.735669	-1.706914	-4.141836	-8.443807	-2.267453	8.188389	7.809273	-8.799631	4.583564	11.385297	-1.450469	-4.505982	-1.456352	11.645423	-3.084659	0.762088	1.152740	2.034954	3.303858	-1.126221	-4.225295	-2.102758	4.524519	3.711673	9.825220	8.391562	10.417247	-3.807329
BCL6	0.308788	0.434723	0.043655	-0.707492	-0.135648	-0.113733	-0.525138	-0.404396	-0.077617	0.656786	0.677326	-0.869617	0.423917	0.743185	-0.262455	-0.140680	-0.182570	0.631684	-0.183140	-0.008328	0.099327	0.062063	0.311084	-0.026868	-0.376842	-0.329543	0.326419	0.498457	0.786707	0.546708	0.501091	0.105352
BCL6B	0.053094	0.161872	0.006428	-0.232008	-0.054749	-0.003278	-0.112915	-0.111402	-0.065725	0.131212	0.155968	-0.148329	-0.010286	0.197824	-0.013070	-0.102686	-0.118747	0.212242	-0.041485	-0.043115	0.017774	0.044549	0.076950	0.017149	-0.022062	-0.119939	0.003564	0.107038	0.142427	0.146884	0.085198	-0.118881
BCLAF1	2.315817	7.792855	1.944916	-8.501213	-2.081815	-2.522702	-5.076532	-4.897333	-1.240840	5.466878	7.049525	-6.878933	3.542943	11.113325	-0.284717	-2.960918	-2.405582	7.371290	-2.200016	-0.344327	1.688861	2.326389	1.579318	0.895982	-2.564436	-0.916989	4.172629	3.326240	7.601503	5.613762	4.952320	-0.599845
BHLHE40	0.033095	0.666730	0.266384	-1.241404	-0.387645	-0.281654	-0.371723	-0.787584	-0.043894	0.866168	0.948729	-0.944344	0.267634	1.239720	0.056077	-0.270417	-0.334570	1.160226	-0.367261	-0.030622	0.202457	0.376405	0.448407	0.005337	-0.560107	-0.109546	0.654451	0.634202	1.221441	0.864931	0.770324	-0.374109
BLZF1	0.114503	0.692495	0.321374	-1.270636	-0.519237	-0.120774	-0.547155	-0.806874	-0.054259	0.817521	0.720052	-0.896715	0.419816	1.307402	-0.229600	-0.147570	-0.363014	1.070282	-0.427420	0.045268	0.210736	0.363075	0.382909	0.327948	-0.458944	-0.300223	0.818206	0.533071	1.096579	0.838803	0.799262	-0.253760
C11orf95	0.056975	0.115251	-0.110028	-0.124399	0.037174	0.073464	-0.093451	0.032559	-0.055336	0.023093	0.056018	-0.032947	-0.142275	-0.019399	0.039331	-0.064244	-0.119545	0.006996	0.037124	-0.173139	-0.037748	-0.074363	0.074420	0.025003	0.064910	-0.225097	-0.138392	0.074744	-0.068112	0.060172	-0.094915	-0.163662
CAMTA1	0.909895	3.401295	0.739213	-4.404387	-1.159693	-1.010912	-2.664855	-2.885051	-0.752664	3.183442	3.897225	-4.026597	1.732402	4.934983	-0.596636	-1.619344	-1.346807	3.907123	-1.066121	-0.306531	0.822489	0.647935	1.103690	-0.215634	-1.553806	-0.711760	1.905730	2.027230	4.243085	3.398180	2.999637	-0.080875
CAMTA2	0.088626	0.202506	0.119816	-0.543828	-0.244850	0.009050	-0.183770	-0.414084	-0.094408	0.284892	0.370011	-0.378754	0.105039	0.443849	-0.135691	-0.233227	-0.146042	0.538152	-0.099265	0.120783	0.060596	0.165550	0.103442	-0.023550	-0.176873	-0.112704	0.130876	0.176407	0.346034	0.405104	0.423756	-0.154585
CAPN15	0.751449	0.936413	0.317589	-1.621247	-0.468524	-0.330569	-0.671811	-0.884586	-0.228901	1.170880	1.026410	-1.423582	0.736448	1.771467	-0.415342	-0.573027	-0.192112	1.660497	-0.440132	-0.033361	0.229133	0.296327	0.135851	0.075025	-0.289762	-0.468098	0.724351	0.504737	1.283679	1.034963	1.452102	-0.038274
CARF	0.370025	0.947561	0.301501	-1.372833	-0.488602	-0.152131	-0.798566	-0.955723	0.419325	0.697689	0.907794	-1.325236	0.382749	1.743664	-0.320686	-0.449652	-0.428325	1.842252	-0.765523	0.171504	0.163184	0.669226	0.134593	0.286696	-0.167367	-0.408018	0.452624	0.591808	1.711949	1.026160	0.951801	-0.146882
CARHSP1	1.390597	2.807909	0.074796	-3.255671	-0.120569	-0.493175	-2.259606	-1.797538	-0.798383	3.076751	3.352069	-3.513594	1.111895	3.371108	-0.384235	-0.904235	-1.034217	2.291839	-0.718207	-0.344023	0.813139	0.350357	1.459349	-0.182773	-1.499131	-0.650781	1.745387	1.974396	3.494766	2.545169	1.948960	0.374924
CBFB	1.348557	4.503713	1.600487	-6.054470	-1.459266	-1.224610	-3.832023	-4.246508	-0.792490	4.048174	5.332474	-5.630815	2.454931	6.596018	-0.908768	-2.140834	-2.222111	6.021845	-1.352137	0.112416	0.955196	1.357126	1.488892	-0.799339	-2.402976	-1.321884	2.415963	3.299448	6.123727	4.388607	4.114606	-0.370965
CBX2	1.166116	2.249637	1.504215	-3.236744	-1.147752	-0.715802	-1.256873	-1.823492	-0.072611	1.565119	1.584806	-1.860502	0.789813	4.111900	-0.062291	-1.035449	-1.022945	3.888329	-0.893516	0.640768	-0.098017	1.688772	-0.299185	0.188613	-0.325062	-0.845155	1.033798	0.725914	2.638553	1.563353	2.393095	-0.575707
CC2D1A	0.331341	0.579310	0.348682	-1.168325	-0.328481	-0.141429	-0.532607	-0.793045	-0.233551	0.892425	0.790599	-1.009051	0.362626	1.237098	-0.312083	-0.493373	-0.232658	1.218425	-0.338854	0.090961	0.122216	0.280772	0.219222	-0.086762	-0.279220	-0.308927	0.374413	0.350360	1.013387	0.823594	1.106814	-0.119548
CCDC169-SOHLH2	0.056940	0.115019	-0.109955	-0.126058	0.036345	0.072573	-0.093526	0.032465	-0.054976	0.023189	0.056264	-0.033891	-0.141080	-0.018273	0.039386	-0.064269	-0.119262	0.007934	0.036430	-0.172257	-0.037503	-0.074259	0.074844	0.025386	0.064713	-0.225427	-0.137790	0.074687	-0.067572	0.060381	-0.093873	-0.163312
CCDC88A	1.022932	2.672539	0.401327	-5.419455	-1.366753	0.034091	-2.947232	-3.562334	-0.883526	5.066981	4.083518	-5.326403	1.970847	4.726263	-1.388897	-0.814445	-0.552918	4.087449	-2.520143	-0.090497	1.152268	0.238076	3.555203	0.229558	-2.654907	-1.427274	3.292693	3.365659	6.049503	5.183362	4.117290	-0.586872
CDC5L	0.638523	2.923948	0.681737	-3.290004	-0.990294	-1.015465	-1.781932	-1.828238	-0.371739	2.078457	2.689953	-2.608991	1.387802	4.451089	-0.092294	-1.200825	-0.734668	2.866845	-1.105057	-0.333591	0.703103	0.926200	0.676070	0.624964	-0.809073	-0.200349	1.674438	1.096976	2.959594	2.226012	1.960228	-0.340596
CDIP1	0.409291	2.250777	0.967587	-3.485453	-1.612166	-0.656521	-1.688587	-2.667291	0.852516	1.585236	2.208202	-2.770683	1.590336	3.399723	-0.358036	-0.940198	-1.200255	3.916024	-1.569375	0.523722	0.423777	0.828082	0.805837	0.241530	-1.008674	-1.098217	1.325545	1.572463	3.331605	2.500036	1.862084	-0.471388
CEBPA	0.878109	2.090355	0.448533	-3.564070	-1.306280	-1.053563	-2.035173	-1.562979	0.258376	3.130668	2.365399	-3.605766	2.090521	3.435867	-0.721520	0.530315	-1.008636	2.640553	-0.828779	-0.103286	0.045017	0.417264	1.297783	1.015618	-1.863361	-1.624444	2.956423	2.927433	3.612527	2.608276	1.799527	-0.105403
CEBPB	0.083732	0.727961	0.590485	-2.056064	-1.074771	-0.106699	-0.349318	-1.697374	0.987291	0.568012	0.850300	-1.393459	0.717310	1.848606	-0.316036	-0.792570	-0.656066	2.607076	-1.418958	0.824513	0.389350	0.619158	0.632930	0.273876	-0.492038	-0.907305	0.440204	0.361527	1.666297	1.365182	1.294681	-0.750959
CEBPG	1.107211	2.226369	0.736180	-2.557220	-0.417982	-0.042327	-1.473085	-1.660476	-0.466063	1.600993	2.188015	-2.164579	0.875010	2.976359	-0.110973	-1.027890	-0.746641	2.680778	-0.754587	0.396814	0.593581	1.100501	0.916865	-0.179175	-0.966974	-0.455139	0.990662	1.102102	2.366147	1.564646	1.559689	-0.299001
CENPA	0.581419	0.989594	0.068839	-0.886422	0.167865	-0.107646	-0.707957	-0.334441	-0.336462	0.881123	0.879656	-0.936718	0.358849	1.039233	0.015075	-0.155497	-0.202836	0.587283	-0.195946	-0.074013	0.192246	0.196103	0.385375	0.012138	-0.367777	-0.229536	0.515840	0.502772	0.872526	0.540263	0.370359	0.111613
CENPT	0.059984	0.204222	0.131922	-0.591600	-0.209832	-0.125382	-0.210037	-0.371665	-0.084735	0.315128	0.376507	-0.458356	0.206847	0.581554	-0.067289	-0.242796	-0.079386	0.571392	-0.164534	0.075936	0.071027	0.132133	0.156845	0.016782	-0.143976	-0.135161	0.136139	0.149341	0.384764	0.371563	0.450295	-0.132569
CIC	0.266527	0.826037	0.388656	-1.153409	-0.508241	-0.006048	-0.717604	-0.926441	0.344966	0.822529	0.732196	-1.280740	0.336342	1.648863	-0.355938	-0.139659	-0.528460	1.827316	-0.712977	0.482529	-0.091520	1.039380	0.398880	0.170514	-0.496239	-0.484670	0.441832	0.885005	1.696400	0.935532	0.939393	-0.328754
CIZ1	0.301477	1.911836	1.142110	-3.102678	-1.440261	-0.122691	-1.422609	-2.621927	-0.143537	1.332679	2.031537	-2.428135	1.103789	2.883052	-0.473784	-1.094612	-1.198857	3.929245	-1.063967	0.974357	0.423939	1.117951	0.782345	-0.706028	-1.072122	-0.939010	0.813176	1.355156	2.530823	2.209351	2.257238	-0.711077
CLOCK	0.011757	0.613974	0.594643	-1.096742	-0.417846	-0.286612	-0.488092	-1.019108	-0.048188	0.749317	0.908159	-0.963388	0.726383	1.564534	-0.420512	-0.582975	-0.148969	1.518608	-0.538202	0.028092	0.351733	0.389441	0.092833	-0.176795	-0.492138	-0.221992	0.445058	0.377817	1.185494	0.961305	1.027346	-0.533464
CNBP	3.156563	10.367353	6.129239	-18.817604	-6.769681	-3.665311	-7.187875	-13.140823	-2.120618	10.273569	12.662450	-13.647109	6.317869	20.561256	-1.165616	-7.864539	-4.767024	21.099178	-4.984886	2.083353	1.248952	5.653242	3.111259	-1.549502	-4.926829	-3.492452	5.727962	5.645904	16.227747	12.033014	15.743558	-4.658428
CREB1	0.928898	3.336768	1.028052	-3.929451	-1.013397	-1.080971	-2.288672	-2.374568	-0.444585	2.607706	3.172673	-3.122809	1.317229	4.692076	-0.188231	-1.247897	-1.382496	3.515058	-0.927592	-0.122187	0.563798	1.019560	0.592230	0.040778	-1.177413	-0.578858	1.795403	1.735463	3.646551	2.734065	2.290902	-0.168079
CREB3L2	1.337961	3.224950	2.081675	-3.947255	-1.247275	-1.018175	-1.824706	-2.061887	-0.347196	1.991399	2.242960	-1.877503	1.421868	4.994253	0.322185	-0.998194	-1.423267	4.199976	-0.812135	0.496517	0.143151	1.657461	-0.229232	-0.080715	-1.118304	-0.846267	1.636263	1.342191	3.166825	2.169815	1.902785	-0.900705
CREB3L4	0.069143	1.248652	0.499732	-2.034293	-0.879554	-0.554154	-0.798254	-1.449632	-0.026019	1.163028	1.135520	-1.381188	0.395450	2.300037	-0.384177	-0.358755	-0.853356	1.987437	-0.668643	0.322849	0.085292	0.681370	0.303084	0.035254	-0.733880	-0.532078	1.004705	1.155685	1.979592	1.681486	1.425584	-0.540099
CREB5	0.042520	0.115692	-0.058391	-0.184202	-0.021066	0.029955	-0.101510	-0.045528	-0.042408	0.061077	0.106420	-0.100637	-0.066747	0.081035	-0.000568	-0.078965	-0.112570	0.109552	-0.011564	-0.090099	0.002036	-0.020200	0.079594	0.014199	0.010337	-0.179732	-0.068177	0.092120	0.037726	0.115172	-0.002056	-0.133483
CREBL2	0.160628	1.114309	0.658445	-1.524215	-1.115303	-0.169885	-0.285905	-1.384921	0.388806	0.789731	0.777956	-0.862544	0.227695	2.189931	-0.572311	-0.406846	-0.849381	2.504455	-0.858055	0.608109	-0.219574	1.297945	0.058042	-0.234285	-0.710154	-0.490222	0.517565	1.013573	1.963808	1.501213	1.467481	-0.716355
CREBRF	0.559021	1.258862	1.126192	-3.955667	-2.165399	0.018674	0.089751	-2.909644	1.330161	1.503746	1.600518	-2.318024	1.223863	3.160694	-0.194190	-1.131404	-1.190436	4.898131	-2.268157	1.639648	0.192716	1.675483	1.498382	0.546747	-1.199286	-1.427601	1.065488	0.796811	2.930987	1.931537	2.972078	-1.481260
CREBZF	0.694403	2.858239	1.390553	-5.850025	-2.591875	-0.941319	-2.336375	-4.006389	-0.348614	3.303712	3.115193	-3.907011	2.253682	5.370033	-0.919862	-1.201492	-1.209184	5.570325	-1.697773	0.369810	0.192715	0.741243	1.312439	-0.031209	-2.000200	-1.543085	2.968319	2.828431	4.954299	4.678120	4.253205	-1.243846
CREM	0.135188	0.457332	0.195618	-0.782111	-0.269882	-0.150562	-0.481836	-0.623951	-0.121183	0.734414	0.749400	-0.816710	0.321570	0.918025	-0.261497	-0.311393	-0.284772	0.802324	-0.235884	0.050979	0.086381	0.194791	0.337393	-0.100660	-0.422716	-0.222295	0.241097	0.408823	0.855321	0.674541	0.677970	-0.031976
CSDE1	3.845876	13.526415	9.798773	-27.578638	-10.313266	-4.979550	-9.609324	-19.685711	-3.360244	15.815650	17.517887	-19.402126	9.870074	28.831562	-2.253249	-11.171013	-5.866866	30.379210	-7.783373	3.096820	2.055125	7.173309	5.051944	-2.358662	-7.694525	-5.417568	9.108534	8.017160	23.095806	18.382843	23.654615	-7.881088
CSRNP1	0.954947	1.849061	0.849429	-4.213379	-2.461539	-0.575179	-0.019886	-2.904788	1.163802	2.043843	1.600189	-2.423301	0.692781	4.034657	-0.650613	-0.783576	-1.292890	5.150159	-1.841519	1.368207	-0.206710	1.848197	0.408891	0.514674	-1.029177	-1.449386	1.530436	1.188220	3.742448	2.870294	3.831580	-1.216777
CSRNP2	0.131872	0.457330	0.263340	-0.622976	-0.303685	-0.107807	-0.241141	-0.478168	-0.025480	0.361915	0.451489	-0.466731	0.223527	0.740254	-0.095013	-0.257721	-0.245303	0.770768	-0.218551	0.115124	0.109572	0.252933	0.049101	-0.063228	-0.188496	-0.149129	0.219901	0.241956	0.558279	0.430918	0.452684	-0.146774
